Phytochemicals,Link
Prosopis chilensis,https://cb.imsc.res.in/imppat/phytochemical/Prosopis%20chilensis
Prosopis cineraria,https://cb.imsc.res.in/imppat/phytochemical/Prosopis%20cineraria
Prosopis farcta,https://cb.imsc.res.in/imppat/phytochemical/Prosopis%20farcta
Prosopis glandulosa,https://cb.imsc.res.in/imppat/phytochemical/Prosopis%20glandulosa
Prunella vulgaris,https://cb.imsc.res.in/imppat/phytochemical/Prunella%20vulgaris
Prunus africana,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20africana
Prunus armeniaca,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20armeniaca
Prunus avium,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20avium
Prunus cerasoides,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20cerasoides
Prunus cerasus,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20cerasus
Prunus ceylanica,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20ceylanica
Prunus cornuta,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20cornuta
Prunus domestica,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20domestica
Prunus dulcis,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20dulcis
Prunus jacquemontii,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20jacquemontii
Prunus mahaleb,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20mahaleb
Prunus persica,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20persica
Prunus salicina,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20salicina
Prunus tomentosa,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20tomentosa
Prunus zippeliana,https://cb.imsc.res.in/imppat/phytochemical/Prunus%20zippeliana
Pseudarthria viscida,https://cb.imsc.res.in/imppat/phytochemical/Pseudarthria%20viscida
Pseudelephantopus spicatus,https://cb.imsc.res.in/imppat/phytochemical/Pseudelephantopus%20spicatus
Pseudodrynaria coronans,https://cb.imsc.res.in/imppat/phytochemical/Pseudodrynaria%20coronans
Pseudotsuga menziesii,https://cb.imsc.res.in/imppat/phytochemical/Pseudotsuga%20menziesii
Psidium guajava,https://cb.imsc.res.in/imppat/phytochemical/Psidium%20guajava
Psilotum nudum,https://cb.imsc.res.in/imppat/phytochemical/Psilotum%20nudum
Psophocarpus tetragonolobus,https://cb.imsc.res.in/imppat/phytochemical/Psophocarpus%20tetragonolobus
Psychotria adenophylla,https://cb.imsc.res.in/imppat/phytochemical/Psychotria%20adenophylla
Psydrax dicoccos,https://cb.imsc.res.in/imppat/phytochemical/Psydrax%20dicoccos
Pteridium aquilinum,https://cb.imsc.res.in/imppat/phytochemical/Pteridium%20aquilinum
Pteris cretica,https://cb.imsc.res.in/imppat/phytochemical/Pteris%20cretica
Pteris longipes,https://cb.imsc.res.in/imppat/phytochemical/Pteris%20longipes
Pteris multifida,https://cb.imsc.res.in/imppat/phytochemical/Pteris%20multifida
Pteris vittata,https://cb.imsc.res.in/imppat/phytochemical/Pteris%20vittata
Pteris wallichiana,https://cb.imsc.res.in/imppat/phytochemical/Pteris%20wallichiana
Pterocarpus dalbergioides,https://cb.imsc.res.in/imppat/phytochemical/Pterocarpus%20dalbergioides
Pterocarpus macrocarpus,https://cb.imsc.res.in/imppat/phytochemical/Pterocarpus%20macrocarpus
Pterocarpus marsupium,https://cb.imsc.res.in/imppat/phytochemical/Pterocarpus%20marsupium
Pterocarpus santalinus,https://cb.imsc.res.in/imppat/phytochemical/Pterocarpus%20santalinus
Pterocephalus hookeri,https://cb.imsc.res.in/imppat/phytochemical/Pterocephalus%20hookeri
Pterolobium hexapetalum,https://cb.imsc.res.in/imppat/phytochemical/Pterolobium%20hexapetalum
Pterospermum acerifolium,https://cb.imsc.res.in/imppat/phytochemical/Pterospermum%20acerifolium
Pterospermum canescens,https://cb.imsc.res.in/imppat/phytochemical/Pterospermum%20canescens
Pterospermum lanceifolium,https://cb.imsc.res.in/imppat/phytochemical/Pterospermum%20lanceifolium
Pterospermum semisagittatum,https://cb.imsc.res.in/imppat/phytochemical/Pterospermum%20semisagittatum
Pterospermum suberifolium,https://cb.imsc.res.in/imppat/phytochemical/Pterospermum%20suberifolium
Pterospermum xylocarpum,https://cb.imsc.res.in/imppat/phytochemical/Pterospermum%20xylocarpum
Pterygota alata,https://cb.imsc.res.in/imppat/phytochemical/Pterygota%20alata
Pueraria montana,https://cb.imsc.res.in/imppat/phytochemical/Pueraria%20montana
Pueraria phaseoloides,https://cb.imsc.res.in/imppat/phytochemical/Pueraria%20phaseoloides
Pueraria tuberosa,https://cb.imsc.res.in/imppat/phytochemical/Pueraria%20tuberosa
Pulicaria angustifolia,https://cb.imsc.res.in/imppat/phytochemical/Pulicaria%20angustifolia
Pulicaria dysenterica,https://cb.imsc.res.in/imppat/phytochemical/Pulicaria%20dysenterica
Pulicaria salviifolia,https://cb.imsc.res.in/imppat/phytochemical/Pulicaria%20salviifolia
Pulicaria undulata,https://cb.imsc.res.in/imppat/phytochemical/Pulicaria%20undulata
Punica granatum,https://cb.imsc.res.in/imppat/phytochemical/Punica%20granatum
Pupalia lappacea,https://cb.imsc.res.in/imppat/phytochemical/Pupalia%20lappacea
Putranjiva roxburghii,https://cb.imsc.res.in/imppat/phytochemical/Putranjiva%20roxburghii
Pycnanthemum flexuosum,https://cb.imsc.res.in/imppat/phytochemical/Pycnanthemum%20flexuosum
Pycnanthemum virginianum,https://cb.imsc.res.in/imppat/phytochemical/Pycnanthemum%20virginianum
Pycnocycla aucherana,https://cb.imsc.res.in/imppat/phytochemical/Pycnocycla%20aucherana
Pyracantha crenulata,https://cb.imsc.res.in/imppat/phytochemical/Pyracantha%20crenulata
Pyrola decorata,https://cb.imsc.res.in/imppat/phytochemical/Pyrola%20decorata
Pyrola rotundifolia,https://cb.imsc.res.in/imppat/phytochemical/Pyrola%20rotundifolia
Pyrolirion flavum,https://cb.imsc.res.in/imppat/phytochemical/Pyrolirion%20flavum
Pyrostegia venusta,https://cb.imsc.res.in/imppat/phytochemical/Pyrostegia%20venusta
Pyrrosia lingua,https://cb.imsc.res.in/imppat/phytochemical/Pyrrosia%20lingua
Pyrularia edulis,https://cb.imsc.res.in/imppat/phytochemical/Pyrularia%20edulis
Pyrus calleryana,https://cb.imsc.res.in/imppat/phytochemical/Pyrus%20calleryana
Pyrus communis,https://cb.imsc.res.in/imppat/phytochemical/Pyrus%20communis
Pyrus pashia,https://cb.imsc.res.in/imppat/phytochemical/Pyrus%20pashia
Quassia amara,https://cb.imsc.res.in/imppat/phytochemical/Quassia%20amara
Quassia indica,https://cb.imsc.res.in/imppat/phytochemical/Quassia%20indica
Quercus acutissima,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20acutissima
Quercus glauca,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20glauca
Quercus ilex,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20ilex
Quercus incana,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20incana
Quercus infectoria,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20infectoria
Quercus oblongata,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20oblongata
Quercus robur,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20robur
Quercus semecarpifolia,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20semecarpifolia
Quercus suber,https://cb.imsc.res.in/imppat/phytochemical/Quercus%20suber
Quillaja saponaria,https://cb.imsc.res.in/imppat/phytochemical/Quillaja%20saponaria
Radermachera sinica,https://cb.imsc.res.in/imppat/phytochemical/Radermachera%20sinica
Radermachera xylocarpa,https://cb.imsc.res.in/imppat/phytochemical/Radermachera%20xylocarpa
Ranunculus arvensis,https://cb.imsc.res.in/imppat/phytochemical/Ranunculus%20arvensis
Ranunculus lingua,https://cb.imsc.res.in/imppat/phytochemical/Ranunculus%20lingua
Ranunculus sceleratus,https://cb.imsc.res.in/imppat/phytochemical/Ranunculus%20sceleratus
Raphanus raphanistrum,https://cb.imsc.res.in/imppat/phytochemical/Raphanus%20raphanistrum
Rauvolfia hookeri,https://cb.imsc.res.in/imppat/phytochemical/Rauvolfia%20hookeri
Rauvolfia micrantha,https://cb.imsc.res.in/imppat/phytochemical/Rauvolfia%20micrantha
Rauvolfia serpentina,https://cb.imsc.res.in/imppat/phytochemical/Rauvolfia%20serpentina
Rauvolfia tetraphylla,https://cb.imsc.res.in/imppat/phytochemical/Rauvolfia%20tetraphylla
Rauvolfia verticillata,https://cb.imsc.res.in/imppat/phytochemical/Rauvolfia%20verticillata
Reichardia tingitana,https://cb.imsc.res.in/imppat/phytochemical/Reichardia%20tingitana
Reissantia grahamii,https://cb.imsc.res.in/imppat/phytochemical/Reissantia%20grahamii
Reissantia indica,https://cb.imsc.res.in/imppat/phytochemical/Reissantia%20indica
Remirea maritima,https://cb.imsc.res.in/imppat/phytochemical/Remirea%20maritima
Reseda luteola,https://cb.imsc.res.in/imppat/phytochemical/Reseda%20luteola
Reseda odorata,https://cb.imsc.res.in/imppat/phytochemical/Reseda%20odorata
Reynoutria multiflora,https://cb.imsc.res.in/imppat/phytochemical/Reynoutria%20multiflora
Rhamnus napalensis,https://cb.imsc.res.in/imppat/phytochemical/Rhamnus%20napalensis
Rhamnus procumbens,https://cb.imsc.res.in/imppat/phytochemical/Rhamnus%20procumbens
Rhamnus triquetra,https://cb.imsc.res.in/imppat/phytochemical/Rhamnus%20triquetra
Rhamnus virgata,https://cb.imsc.res.in/imppat/phytochemical/Rhamnus%20virgata
Rhamnus virgatus,https://cb.imsc.res.in/imppat/phytochemical/Rhamnus%20virgatus
Rhamnus wightii,https://cb.imsc.res.in/imppat/phytochemical/Rhamnus%20wightii
Rhaponticum repens,https://cb.imsc.res.in/imppat/phytochemical/Rhaponticum%20repens
Rhazya stricta,https://cb.imsc.res.in/imppat/phytochemical/Rhazya%20stricta
Rheum australe,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20australe
Rheum emodi,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20emodi
Rheum moorcroftianum,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20moorcroftianum
Rheum officinale,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20officinale
Rheum palmatum,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20palmatum
Rheum rhaponticum,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20rhaponticum
Rheum webbianum,https://cb.imsc.res.in/imppat/phytochemical/Rheum%20webbianum
Rhinacanthus nasutus,https://cb.imsc.res.in/imppat/phytochemical/Rhinacanthus%20nasutus
Rhizophora apiculata,https://cb.imsc.res.in/imppat/phytochemical/Rhizophora%20apiculata
Rhizophora mucronata,https://cb.imsc.res.in/imppat/phytochemical/Rhizophora%20mucronata
Rhodiola crenulata,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20crenulata
Rhodiola fastigiata,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20fastigiata
Rhodiola heterodonta,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20heterodonta
Rhodiola himalensis,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20himalensis
Rhodiola sacra,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20sacra
Rhodiola sinuata,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20sinuata
Rhodiola wallichiana,https://cb.imsc.res.in/imppat/phytochemical/Rhodiola%20wallichiana
Rhododendron anthopogon,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20anthopogon
Rhododendron anthopogonoides,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20anthopogonoides
Rhododendron arboreum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20arboreum
Rhododendron barbatum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20barbatum
Rhododendron campanulatum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20campanulatum
Rhododendron cinnabarinum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20cinnabarinum
Rhododendron edgeworthii,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20edgeworthii
Rhododendron falconeri,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20falconeri
Rhododendron ferrugineum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20ferrugineum
Rhododendron formosum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20formosum
Rhododendron grande,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20grande
Rhododendron hodgsonii,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20hodgsonii
Rhododendron javanicum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20javanicum
Rhododendron niveum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20niveum
Rhododendron ponticum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20ponticum
Rhododendron vaccinioides,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20vaccinioides
Rhododendron veitchianum,https://cb.imsc.res.in/imppat/phytochemical/Rhododendron%20veitchianum
Rhus chinensis,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20chinensis
Rhus coriaria,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20coriaria
Rhus mysorensis,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20mysorensis
Rhus parviflora,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20parviflora
Rhus punjabensis,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20punjabensis
Rhus succedanea,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20succedanea
Rhus verniciflua,https://cb.imsc.res.in/imppat/phytochemical/Rhus%20verniciflua
Rhynchosia beddomei,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20beddomei
Rhynchosia bracteata,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20bracteata
Rhynchosia cana,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20cana
Rhynchosia hirta,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20hirta
Rhynchosia minima,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20minima
Rhynchosia rufescens,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20rufescens
Rhynchosia suaveolens,https://cb.imsc.res.in/imppat/phytochemical/Rhynchosia%20suaveolens
Rhynchotechum vestitum,https://cb.imsc.res.in/imppat/phytochemical/Rhynchotechum%20vestitum
Ribes nigrum,https://cb.imsc.res.in/imppat/phytochemical/Ribes%20nigrum
Ribes rubrum,https://cb.imsc.res.in/imppat/phytochemical/Ribes%20rubrum
Ricinus communis,https://cb.imsc.res.in/imppat/phytochemical/Ricinus%20communis
Rivina humilis,https://cb.imsc.res.in/imppat/phytochemical/Rivina%20humilis
Robinia pseudoacacia,https://cb.imsc.res.in/imppat/phytochemical/Robinia%20pseudoacacia
Rohdea nepalensis,https://cb.imsc.res.in/imppat/phytochemical/Rohdea%20nepalensis
Rorippa dubia,https://cb.imsc.res.in/imppat/phytochemical/Rorippa%20dubia
Rorippa indica,https://cb.imsc.res.in/imppat/phytochemical/Rorippa%20indica
Rorippa islandica,https://cb.imsc.res.in/imppat/phytochemical/Rorippa%20islandica
Rosa alba,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20alba
Rosa banksiae,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20banksiae
Rosa canina,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20canina
Rosa centifolia,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20centifolia
Rosa chinensis,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20chinensis
Rosa cymosa,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20cymosa
Rosa damascena,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20damascena
Rosa davidii,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20davidii
Rosa davurica,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20davurica
Rosa eglanteria,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20eglanteria
Rosa foetida,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20foetida
Rosa gallica,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20gallica
Rosa indica,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20indica
Rosa laevigata,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20laevigata
Rosa macrophylla,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20macrophylla
Rosa multiflora,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20multiflora
Rosa sericea,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20sericea
Rosa webbiana,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20webbiana
Rosa woodsii,https://cb.imsc.res.in/imppat/phytochemical/Rosa%20woodsii
Rosmarinus officinalis,https://cb.imsc.res.in/imppat/phytochemical/Rosmarinus%20officinalis
Rotala floribunda,https://cb.imsc.res.in/imppat/phytochemical/Rotala%20floribunda
Rotala mexicana,https://cb.imsc.res.in/imppat/phytochemical/Rotala%20mexicana
Rotheca serrata,https://cb.imsc.res.in/imppat/phytochemical/Rotheca%20serrata
Rothia indica,https://cb.imsc.res.in/imppat/phytochemical/Rothia%20indica
Rotula aquatica,https://cb.imsc.res.in/imppat/phytochemical/Rotula%20aquatica
Rourea minor,https://cb.imsc.res.in/imppat/phytochemical/Rourea%20minor
Roylea cinerea,https://cb.imsc.res.in/imppat/phytochemical/Roylea%20cinerea
Rubia cordifolia,https://cb.imsc.res.in/imppat/phytochemical/Rubia%20cordifolia
Rubia tinctorum,https://cb.imsc.res.in/imppat/phytochemical/Rubia%20tinctorum
Rubus barberi,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20barberi
Rubus chingii,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20chingii
Rubus ellipticus,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20ellipticus
Rubus foliolatus,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20foliolatus
Rubus idaeus,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20idaeus
Rubus moluccanus,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20moluccanus
Rubus pedunculosus,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20pedunculosus
Rubus plicatus,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20plicatus
Rubus ulmifolius,https://cb.imsc.res.in/imppat/phytochemical/Rubus%20ulmifolius
Rudbeckia bicolor,https://cb.imsc.res.in/imppat/phytochemical/Rudbeckia%20bicolor
Rudbeckia hirta,https://cb.imsc.res.in/imppat/phytochemical/Rudbeckia%20hirta
Ruellia tuberosa,https://cb.imsc.res.in/imppat/phytochemical/Ruellia%20tuberosa
Rumex acetosa,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20acetosa
Rumex acetosella,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20acetosella
Rumex chalepensis,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20chalepensis
Rumex conglomeratus,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20conglomeratus
Rumex crispus,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20crispus
Rumex dentatus,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20dentatus
Rumex hastatus,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20hastatus
Rumex maritimus,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20maritimus
Rumex nepalensis,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20nepalensis
Rumex patientia,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20patientia
Rumex vesicarius,https://cb.imsc.res.in/imppat/phytochemical/Rumex%20vesicarius
Rungia pectinata,https://cb.imsc.res.in/imppat/phytochemical/Rungia%20pectinata
Rungia repens,https://cb.imsc.res.in/imppat/phytochemical/Rungia%20repens
Ruscus aculeatus,https://cb.imsc.res.in/imppat/phytochemical/Ruscus%20aculeatus
Russelia sarmentosa,https://cb.imsc.res.in/imppat/phytochemical/Russelia%20sarmentosa
Ruta angustifolia,https://cb.imsc.res.in/imppat/phytochemical/Ruta%20angustifolia
Ruta chalepensis,https://cb.imsc.res.in/imppat/phytochemical/Ruta%20chalepensis
Ruta graveolens,https://cb.imsc.res.in/imppat/phytochemical/Ruta%20graveolens
Rydingia limbata,https://cb.imsc.res.in/imppat/phytochemical/Rydingia%20limbata
Saccharum bengalense,https://cb.imsc.res.in/imppat/phytochemical/Saccharum%20bengalense
Saccharum officinarum,https://cb.imsc.res.in/imppat/phytochemical/Saccharum%20officinarum
Sagittaria sagittifolia,https://cb.imsc.res.in/imppat/phytochemical/Sagittaria%20sagittifolia
Sagittaria trifolia,https://cb.imsc.res.in/imppat/phytochemical/Sagittaria%20trifolia
Salacia chinensis,https://cb.imsc.res.in/imppat/phytochemical/Salacia%20chinensis
Salacia fruticosa,https://cb.imsc.res.in/imppat/phytochemical/Salacia%20fruticosa
Salacia macrosperma,https://cb.imsc.res.in/imppat/phytochemical/Salacia%20macrosperma
Salix alba,https://cb.imsc.res.in/imppat/phytochemical/Salix%20alba
Salix babylonica,https://cb.imsc.res.in/imppat/phytochemical/Salix%20babylonica
Salix caprea,https://cb.imsc.res.in/imppat/phytochemical/Salix%20caprea
Salix daphnoides,https://cb.imsc.res.in/imppat/phytochemical/Salix%20daphnoides
Salix fragilis,https://cb.imsc.res.in/imppat/phytochemical/Salix%20fragilis
Salix lindleyana,https://cb.imsc.res.in/imppat/phytochemical/Salix%20lindleyana
Salix nigra,https://cb.imsc.res.in/imppat/phytochemical/Salix%20nigra
Salix tetrasperma,https://cb.imsc.res.in/imppat/phytochemical/Salix%20tetrasperma
Salix viminalis,https://cb.imsc.res.in/imppat/phytochemical/Salix%20viminalis
Salsola collina,https://cb.imsc.res.in/imppat/phytochemical/Salsola%20collina
Salsola imbricata,https://cb.imsc.res.in/imppat/phytochemical/Salsola%20imbricata
Salsola kali,https://cb.imsc.res.in/imppat/phytochemical/Salsola%20kali
Salvadora oleoides,https://cb.imsc.res.in/imppat/phytochemical/Salvadora%20oleoides
Salvadora persica,https://cb.imsc.res.in/imppat/phytochemical/Salvadora%20persica
Salvia aegyptiaca,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20aegyptiaca
Salvia carduacea,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20carduacea
Salvia castanea,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20castanea
Salvia coccinea,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20coccinea
Salvia hians,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20hians
Salvia leucantha,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20leucantha
Salvia miltiorrhiza,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20miltiorrhiza
Salvia moorcroftiana,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20moorcroftiana
Salvia mukerjeei,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20mukerjeei
Salvia nemorosa,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20nemorosa
Salvia officinalis,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20officinalis
Salvia palaestina,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20palaestina
Salvia plebeia,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20plebeia
Salvia pratensis,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20pratensis
Salvia roborowskii,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20roborowskii
Salvia sclarea,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20sclarea
Salvia spinosa,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20spinosa
Salvia splendens,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20splendens
Salvia tomentosa,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20tomentosa
Salvia trijuga,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20trijuga
Salvia verbenaca,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20verbenaca
Salvia virgata,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20virgata
Salvia viridis,https://cb.imsc.res.in/imppat/phytochemical/Salvia%20viridis
Sambucus canadensis,https://cb.imsc.res.in/imppat/phytochemical/Sambucus%20canadensis
Sambucus ebulus,https://cb.imsc.res.in/imppat/phytochemical/Sambucus%20ebulus
Sambucus nigra,https://cb.imsc.res.in/imppat/phytochemical/Sambucus%20nigra
Sambucus wightiana,https://cb.imsc.res.in/imppat/phytochemical/Sambucus%20wightiana
Sandoricum koetjape,https://cb.imsc.res.in/imppat/phytochemical/Sandoricum%20koetjape
Sanicula europaea,https://cb.imsc.res.in/imppat/phytochemical/Sanicula%20europaea
Sansevieria cylindrica,https://cb.imsc.res.in/imppat/phytochemical/Sansevieria%20cylindrica
Sansevieria trifasciata,https://cb.imsc.res.in/imppat/phytochemical/Sansevieria%20trifasciata
Santalum album,https://cb.imsc.res.in/imppat/phytochemical/Santalum%20album
Santolina chamaecyparissus,https://cb.imsc.res.in/imppat/phytochemical/Santolina%20chamaecyparissus
Sapindus emarginatus,https://cb.imsc.res.in/imppat/phytochemical/Sapindus%20emarginatus
Sapindus laurifolius,https://cb.imsc.res.in/imppat/phytochemical/Sapindus%20laurifolius
Sapindus mukorossi,https://cb.imsc.res.in/imppat/phytochemical/Sapindus%20mukorossi
Sapindus rarak,https://cb.imsc.res.in/imppat/phytochemical/Sapindus%20rarak
Sapindus trifoliatus,https://cb.imsc.res.in/imppat/phytochemical/Sapindus%20trifoliatus
Saponaria officinalis,https://cb.imsc.res.in/imppat/phytochemical/Saponaria%20officinalis
Saraca asoca,https://cb.imsc.res.in/imppat/phytochemical/Saraca%20asoca
Sarcandra glabra,https://cb.imsc.res.in/imppat/phytochemical/Sarcandra%20glabra
Sarcococca pruniformis,https://cb.imsc.res.in/imppat/phytochemical/Sarcococca%20pruniformis
Sarcostemma acidum,https://cb.imsc.res.in/imppat/phytochemical/Sarcostemma%20acidum
Sarcostemma brevistigma,https://cb.imsc.res.in/imppat/phytochemical/Sarcostemma%20brevistigma
Sarcostemma secamone,https://cb.imsc.res.in/imppat/phytochemical/Sarcostemma%20secamone
Sarcostemma stocksii,https://cb.imsc.res.in/imppat/phytochemical/Sarcostemma%20stocksii
Sassafras albidum,https://cb.imsc.res.in/imppat/phytochemical/Sassafras%20albidum
Satureja hortensis,https://cb.imsc.res.in/imppat/phytochemical/Satureja%20hortensis
Satureja montana,https://cb.imsc.res.in/imppat/phytochemical/Satureja%20montana
Satureja thymbra,https://cb.imsc.res.in/imppat/phytochemical/Satureja%20thymbra
Saurauia napaulensis,https://cb.imsc.res.in/imppat/phytochemical/Saurauia%20napaulensis
Saurauia roxburghii,https://cb.imsc.res.in/imppat/phytochemical/Saurauia%20roxburghii
Sauromatum venosum,https://cb.imsc.res.in/imppat/phytochemical/Sauromatum%20venosum
Sauropus androgynus,https://cb.imsc.res.in/imppat/phytochemical/Sauropus%20androgynus
Sauropus bacciformis,https://cb.imsc.res.in/imppat/phytochemical/Sauropus%20bacciformis
Saussurea albescens,https://cb.imsc.res.in/imppat/phytochemical/Saussurea%20albescens
Saussurea costus,https://cb.imsc.res.in/imppat/phytochemical/Saussurea%20costus
Saussurea gossypiphora,https://cb.imsc.res.in/imppat/phytochemical/Saussurea%20gossypiphora
Saussurea medusa,https://cb.imsc.res.in/imppat/phytochemical/Saussurea%20medusa
Saussurea simpsoniana,https://cb.imsc.res.in/imppat/phytochemical/Saussurea%20simpsoniana
Saussurea stella,https://cb.imsc.res.in/imppat/phytochemical/Saussurea%20stella
Saxifraga moorcroftiana,https://cb.imsc.res.in/imppat/phytochemical/Saxifraga%20moorcroftiana
